[2018-08-30T01:43:37.807] [INFO] default - [::ffff:127.0.0.1 GET /res/verify 200 1ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)]
[2018-08-30T01:43:38.801] [INFO] default - [::1 POST /res/filelist 200 3ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)]
[2018-08-30T02:56:56.856] [INFO] default - [::ffff:127.0.0.1 GET /res/verify 200 2ms][http://www.manykit.com/robot/ HTTP/1.0 Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)]
[2018-08-30T02:56:58.448] [INFO] default - [::1 GET /res/verify 200 1ms][http://www.manykit.com/robot/ HTTP/1.0 Mozilla/5.0 (iPhone; CPU iPhone OS 9_1 like Mac OS X) AppleWebKit/601.1.46 (KHTML, like Gecko) Version/9.0 Mobile/13B143 Safari/601.1 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)]
[2018-08-30T07:19:35.711] [INFO] default - [::ffff:127.0.0.1 POST /res/filelist 200 4ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (Windows NT 6.1; WOW64; rv:43.0) Gecko/20100101 Firefox/43.0]
[2018-08-30T09:37:40.038] [INFO] default - [::1 POST /res/filelist 200 6ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)]
[2018-08-30T09:37:40.039] [INFO] default - [::ffff:127.0.0.1 GET /res/verify 200 5ms][http://www.manykit.com/ HTTP/1.0 Mozilla/5.0 (compatible; Baiduspider-render/2.0; +http://www.baidu.com/search/spider.html)]
[2018-08-30T09:52:51.751] [INFO] default - [undefined GET /model/ 200 6ms][https://yandex.ru/clck/jsredir?from=yandex.ru%3Bsearch%3Bweb%3B%3B&text=&etext=1895.bobyigc7d8uJVmaFKlYoayWmhNcC7GU3GiRWsmh3Z6jS23b7s3KPmFLF3RcCb0CR.fbc4a3dc5c4b84ff6aa4846b8ff0f94831d4d6d7&uuid=&state=_BLhILn4SxNIvvL0W45KSic66uCIg23qh8iRG98qeIXmeppkgUc0YMIVJNtoWDTa6Ctl47TPu5I&data=UlNrNmk5WktYejR0eWJFYk1LdmtxdFZWb3VRVC1TUDA5QlhLOV8wOFBhUWpBMnd3OGlMblotNEhTams2TXhURGRhU2Foci10TjZqcFg0SDRxaDkxV2xMWFM2dVlDTEYwcEtONDN6TDMxWnc&b64e=2&sign=b40c5f21dcd0f89bd4b056d85d0cb7e7&keyno=0&cst=AiuY0DBWFJ7IXge4WdYJQSaYtyyri96Fr25ez-7v2OMBXUW_pvXZGaW6nV6IXegXXbDSA6cny7Y9EUo93OHt6tu9oLbcsIejtPKibYzOlugmCznxRvmujPFz96pho4iwfuDHF9ZBu8K-SnP5LCIs1w&ref=orjY4mGPRjk5boDnW0uvlrrd71vZw9kp5uQozpMtKCV-bB70LKhDfKE59ZSBHgPFDI0dCzyeSgNBgbZJzlmI0S_SxIPEww4l49hu7kNehsd0GwFjDoZ8LQ&l10n=ru&cts=1535592267626&mc=5.64588496922 HTTP/1.0 Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 YaBrowser/18.4.1.871 Yowser/2.5 Safari/537.36]
[2018-08-30T09:52:52.187] [INFO] default - [undefined GET /model/static/css/app.cb48f5da6a3b5c930a85e6c3faafb118.css 200 51ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 YaBrowser/18.4.1.871 Yowser/2.5 Safari/537.36]
[2018-08-30T09:52:52.497] [INFO] default - [undefined GET /model/static/js/manifest.1a8e23dd936d23f42e1c.js 200 24ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 YaBrowser/18.4.1.871 Yowser/2.5 Safari/537.36]
[2018-08-30T09:52:52.540] [INFO] default - [undefined GET /model/static/js/app.cbb2b4ec195d1e6f7c1d.js 200 82ms][http://www.manykit.com/model/ HTTP/1.0 Mozilla/5.0 (Windows NT 6.3; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/65.0.3325.181 YaBrowser/18.4.1.871 Yowser/2.5 Safari/537.36]
